name,board_functions_policy,board_structure_policy,board_independence_policy,esg_reporting_scope,csr_sustainability_committee,board_gender_diversity,executive_members_gender_diversity,succession_plan,tax_transparency_policy,sdg_goal_7,sdg_goal_8,sdg_goal_11,sdg_goals_12,sdg_goal_13
Banca Popolare Di Sondrio SpA,FALSE,TRUE,TRUE,100.00%,TRUE,46.67%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
MyState Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Emirates Islamic Bank PJSC,TRUE,TRUE,TRUE,100.00%,FALSE,14.29%,15.38%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
AerCap Holdings NV,TRUE,TRUE,FALSE,100.00%,TRUE,30.00%,14.29%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Everbright Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,10.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bandhan Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,3.85%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Wintrust Financial Corp,TRUE,TRUE,TRUE,51.00%,TRUE,35.71%,9.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
State Bank of India,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,10.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CMC Markets PLC,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Millennium SA,FALSE,TRUE,TRUE,100.00%,FALSE,25.00%,0.00%,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank of Baroda Ltd,FALSE,FALSE,FALSE,100.00%,TRUE,16.67%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Security Bank Corp,TRUE,TRUE,TRUE,100.00%,TRUE,26.67%,29.63%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
MA Financial Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Agricultural Bank of China Ltd,FALSE,TRUE,TRUE,0.23%,TRUE,15.38%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Hargreaves Lansdown PLC,FALSE,TRUE,FALSE,100.00%,FALSE,45.45%,66.67%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Eurazeo SE,TRUE,TRUE,FALSE,100.00%,TRUE,41.67%,34.78%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Saudi Investment Bank SJSC,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,9.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Credit Acceptance Corp,FALSE,TRUE,TRUE,,TRUE,16.67%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Housing Bank for Trade and Finance PSC,TRUE,TRUE,TRUE,100.00%,FALSE,23.08%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Sammaan Capital Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,10.00%,4.76%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Heritage Financial Corp,TRUE,TRUE,TRUE,,TRUE,36.36%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Qingdao Co Ltd,FALSE,TRUE,TRUE,96.70%,TRUE,21.43%,40.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCB Bank Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,7.69%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Liontrust Asset Management PLC,FALSE,TRUE,FALSE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Piramal Enterprises Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,35.71%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Federal National Mortgage Association,TRUE,TRUE,TRUE,100.00%,TRUE,41.67%,37.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Community Trust Bancorp Inc,TRUE,TRUE,TRUE,100.00%,FALSE,27.27%,8.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EFG International AG,FALSE,TRUE,TRUE,95.00%,TRUE,16.67%,15.38%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Al Rajhi Banking and Investment Corporation SJSC,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Alerus Financial Corp,TRUE,TRUE,TRUE,,FALSE,40.00%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doha Bank QPSC,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,6.67%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Pt Bank Syariah Indonesia Tbk,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,7.14%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Mercantile Bank Corp,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
City Union Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,10.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLM Corp,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,28.57%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Northrim BanCorp Inc,TRUE,TRUE,TRUE,100.00%,FALSE,16.67%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Funding Circle Holdings PLC,TRUE,TRUE,TRUE,100.00%,TRUE,30.00%,66.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Sinarmas Tbk PT,TRUE,TRUE,FALSE,100.00%,FALSE,33.33%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jiangsu Changshu Rural Commercial Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,15.38%,10.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
PNB Housing Finance Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,8.33%,8.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zhejiang Orient Financial Holdings Group Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,22.22%,33.33%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
JSW Holdings Ltd,FALSE,TRUE,FALSE,,TRUE,16.67%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Platinum Asset Management Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,37.50%,50.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Alandsbanken Abp,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,37.50%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Laurentian Bank of Canada,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Bank of Ras Al Khaimah PSC,TRUE,TRUE,TRUE,100.00%,FALSE,14.29%,10.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
XPS Pensions Group PLC,FALSE,TRUE,FALSE,100.00%,TRUE,42.86%,0.00%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Capri Global Capital Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,0.00%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Kuwait Finance House KSCP,TRUE,TRUE,TRUE,17.00%,TRUE,0.00%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Thanulux PCL,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,40.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
GATX Corp,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,23.08%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IIFL Capital Services Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,16.67%,7.69%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
XP Inc,FALSE,TRUE,TRUE,100.00%,TRUE,8.33%,0.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
National Bank of Fujairah PJSC,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Deutsche Beteiligungs AG,FALSE,TRUE,TRUE,,TRUE,16.67%,33.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zions Bancorporation NA,TRUE,TRUE,TRUE,100.00%,FALSE,36.36%,19.05%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tianfeng Securities Co Ltd,FALSE,TRUE,TRUE,55.80%,TRUE,33.33%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Bahrain and Kuwait BSC,TRUE,TRUE,TRUE,,TRUE,20.00%,15.38%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Yongan Futures Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,9.09%,33.33%,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Evercore Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Catella AB,FALSE,TRUE,FALSE,100.00%,FALSE,33.33%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OVB Holding AG,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Manappuram Finance Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,40.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
China Great Wall Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,22.22%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Intercorp Financial Services Inc,FALSE,TRUE,TRUE,100.00%,TRUE,14.29%,40.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank of China Ltd,FALSE,TRUE,TRUE,51.00%,TRUE,0.00%,20.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Oportun Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,42.86%,33.33%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Texas Capital Bancshares Inc,TRUE,TRUE,TRUE,100.00%,FALSE,25.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Equitas Small Finance Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,10.00%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Industrial Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Postal Savings Bank of China Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,16.67%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CPI Card Group Inc,TRUE,TRUE,TRUE,,FALSE,14.29%,55.56%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Credit Saison Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,10.00%,4.76%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Ninety One PLC,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,66.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Metro Bank Holdings PLC,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jordan Ahli Bank PSC,TRUE,TRUE,TRUE,100.00%,TRUE,7.69%,6.67%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Tikehau Capital SCA,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,14.29%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
TF Bank AB,FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,0.00%,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Pacific Current Group Ltd,TRUE,TRUE,FALSE,,FALSE,16.67%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Suzhou Co Ltd,FALSE,TRUE,TRUE,24.33%,TRUE,16.67%,16.67%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Gielda Papierow Wartosciowych w Warszawie SA,TRUE,TRUE,FALSE,100.00%,TRUE,28.57%,40.00%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Trico Bancshares,TRUE,TRUE,TRUE,,TRUE,27.27%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Univest Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,18.18%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Metropolitan Bank and Trust Co,TRUE,TRUE,TRUE,100.00%,TRUE,8.33%,33.33%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Changjiang Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,10.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CVB Financial Corp,TRUE,TRUE,TRUE,100.00%,FALSE,37.50%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
International Public Partnerships Ltd,TRUE,TRUE,TRUE,,TRUE,57.14%,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Motilal Oswal Financial Services Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Valiant Holding AG,FALSE,TRUE,FALSE,100.00%,TRUE,37.50%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
RBB Bancorp,TRUE,TRUE,TRUE,,FALSE,30.00%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
China Cinda Asset Management Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Element Fleet Management Corp,FALSE,TRUE,TRUE,100.00%,TRUE,60.00%,44.44%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
360 One Wam Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,10.00%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Record PLC,FALSE,TRUE,FALSE,100.00%,TRUE,28.57%,33.33%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Burgan Bank KPSC,TRUE,TRUE,FALSE,20.00%,TRUE,9.09%,15.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Ping An Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Banco Patagonia SA,FALSE,TRUE,FALSE,100.00%,TRUE,9.09%,15.79%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Flushing Financial Corp,TRUE,TRUE,TRUE,100.00%,FALSE,18.18%,42.31%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Credit Corp Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,11.11%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Poonawalla Fincorp Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,10.00%,9.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue Foundry Bancorp,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,44.44%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCNB Corp,TRUE,TRUE,FALSE,,FALSE,27.27%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
StoneX Group Inc,TRUE,TRUE,TRUE,,FALSE,22.22%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pinnacle Financial Partners Inc,TRUE,TRUE,TRUE,100.00%,TRUE,15.38%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Centrale Populaire Banque SA,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
VP Bank AG,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,20.00%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Arab National Bank SJSC,FALSE,TRUE,FALSE,,FALSE,10.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cohen & Steers Inc,TRUE,TRUE,TRUE,100.00%,TRUE,22.22%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Customers Bancorp Inc,TRUE,TRUE,TRUE,,TRUE,10.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bulgarian Stock Exchange AD,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aditya Birla Sun Life AMC Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Anand Rathi Wealth Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,14.29%,4.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amerant Bancorp Inc,TRUE,TRUE,TRUE,,TRUE,36.36%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Old National Bancorp,TRUE,TRUE,TRUE,100.00%,TRUE,31.25%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Western Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,20.00%,14.29%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Bank of Umm Al-Qaiwain PSC,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,20.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
IIFL Finance Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,12.50%,25.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Lesha Bank LLC (Public),TRUE,TRUE,TRUE,100.00%,FALSE,0.00%,28.57%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
KCB Group Plc,FALSE,TRUE,TRUE,100.00%,TRUE,28.57%,36.36%,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Fonterra Shareholders' Fund,FALSE,TRUE,TRUE,51.00%,TRUE,40.00%,50.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Dubai Financial Market PJSC,FALSE,TRUE,FALSE,100.00%,FALSE,22.22%,37.50%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Central China Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,8.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hua Xia Bank Co Ltd,FALSE,TRUE,TRUE,98.55%,TRUE,18.75%,22.22%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Sparebank 1 SMN,FALSE,TRUE,FALSE,100.00%,TRUE,40.00%,20.00%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Humm Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
John Marshall Bancorp Inc,FALSE,TRUE,TRUE,100.00%,FALSE,0.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Intrum AB,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,25.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Faysal Bank Ltd,TRUE,FALSE,FALSE,100.00%,FALSE,18.18%,0.00%,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Azimut Holding SpA,FALSE,TRUE,TRUE,100.00%,TRUE,43.75%,0.00%,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Minmetals Capital Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,33.33%,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Power Finance Corporation Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,11.11%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Philippine National Bank,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,48.98%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Flagstar Financial Inc,TRUE,TRUE,TRUE,100.00%,TRUE,21.43%,12.50%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Zenith Bank PLC,TRUE,TRUE,FALSE,100.00%,TRUE,30.77%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aeon Financial Service Co Ltd,FALSE,TRUE,TRUE,33.03%,TRUE,8.33%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Alior Bank SA,FALSE,TRUE,TRUE,100.00%,FALSE,11.11%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FS Bancorp Inc,TRUE,TRUE,TRUE,,TRUE,42.86%,55.56%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Bancshares Inc (Mississippi),TRUE,TRUE,TRUE,100.00%,FALSE,16.67%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navient Corp,TRUE,TRUE,TRUE,100.00%,FALSE,44.44%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCB Bancorp,TRUE,TRUE,TRUE,,FALSE,25.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aavas Financiers Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,7.69%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
AJ Bell PLC,FALSE,TRUE,TRUE,100.00%,FALSE,33.33%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Union Bank of the Philippines,TRUE,TRUE,TRUE,100.00%,TRUE,13.33%,28.81%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
First Commonwealth Financial Corp,FALSE,TRUE,TRUE,,FALSE,26.67%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Insas Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,30.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Finance of America Companies Inc,TRUE,TRUE,TRUE,,TRUE,20.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CITIC Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,13.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Changsha Co Ltd,FALSE,TRUE,TRUE,88.83%,FALSE,30.00%,30.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LIC Housing Finance Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,8.33%,15.38%,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
China Merchants Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,7.69%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Stifel Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
China Bohai Bank Co Ltd,FALSE,TRUE,TRUE,51.00%,TRUE,6.67%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Van Lanschot Kempen NV,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,16.67%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
JMT Network Services PCL,FALSE,TRUE,TRUE,100.00%,FALSE,12.50%,16.67%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ares Management Corp,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zip Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,40.00%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Sparebanken Sor,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,30.77%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Grupo Aval Acciones y Valores SA,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,11.11%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Shanghai Pudong Development Bank Co Ltd,FALSE,TRUE,TRUE,51.00%,TRUE,15.38%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BSE Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,22.22%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Central Pacific Financial Corp,FALSE,TRUE,TRUE,100.00%,FALSE,33.33%,37.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H & T Group PLC,FALSE,TRUE,FALSE,100.00%,TRUE,44.44%,66.67%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ngern Tid Lor PCL,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,50.00%,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
S&T Bancorp Inc,TRUE,TRUE,TRUE,100.00%,FALSE,18.18%,44.44%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bancorp Inc,TRUE,TRUE,TRUE,,TRUE,30.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
World Acceptance Corp,TRUE,TRUE,TRUE,,FALSE,14.29%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Hawaii Corp,TRUE,TRUE,TRUE,100.00%,TRUE,40.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tradeweb Markets Inc,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,14.29%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
