name,board_functions_policy,board_structure_policy,board_independence_policy,esg_reporting_scope,csr_sustainability_committee,board_gender_diversity,executive_members_gender_diversity,succession_plan,tax_transparency_policy,sdg_goal_7,sdg_goal_8,sdg_goal_11,sdg_goals_12,sdg_goal_13
Singapore Exchange Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,30.77%,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Banco do Brasil SA,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,33.33%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Vontobel Holding AG,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,20.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Truist Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Yes Bank Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,23.08%,7.69%,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Yapi ve Kredi Bankasi AS,TRUE,TRUE,FALSE,92.87%,TRUE,16.67%,5.88%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sumitomo Mitsui Financial Group Inc,FALSE,TRUE,TRUE,51.00%,TRUE,13.33%,5.56%,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Turkiye Vakiflar Bankasi TAO,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ICICI Securities Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,11.11%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Grupo Financiero Galicia SA,FALSE,TRUE,TRUE,97.51%,TRUE,8.33%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Erste Group Bank AG,FALSE,TRUE,TRUE,93.70%,TRUE,50.00%,14.29%,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
ESR Group Ltd,FALSE,TRUE,FALSE,100.00%,FALSE,25.00%,15.15%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Deutsche Boerse AG,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,16.67%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Grenke AG,FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,33.33%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Mizuho Financial Group Inc,FALSE,TRUE,TRUE,51.00%,TRUE,8.33%,0.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Hellenic Exchanges Athens Stock Exchange SA,FALSE,TRUE,FALSE,100.00%,TRUE,27.27%,50.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HSBC Holdings PLC,TRUE,TRUE,TRUE,96.00%,TRUE,46.67%,23.81%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
GAM Holding AG,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arab Bank PLC,TRUE,TRUE,TRUE,81.45%,TRUE,0.00%,21.43%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Qatar National Bank QPSC,TRUE,TRUE,TRUE,12.00%,TRUE,0.00%,16.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Fifth Third Bancorp,TRUE,TRUE,TRUE,100.00%,TRUE,31.25%,36.36%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Jefferies Financial Group Inc,TRUE,TRUE,TRUE,100.00%,TRUE,36.36%,0.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Camden National Corp,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,45.45%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OTP Bank Nyrt,TRUE,TRUE,TRUE,100.00%,TRUE,11.76%,0.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Far East Horizon Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,8.33%,10.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Man Group PLC,TRUE,TRUE,FALSE,100.00%,TRUE,62.50%,33.33%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Is Finansal Kiralama AS,TRUE,TRUE,TRUE,100.00%,TRUE,11.11%,41.18%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Associated Banc-Corp,FALSE,TRUE,TRUE,100.00%,TRUE,30.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Queensland Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,57.14%,37.50%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TISCO Financial Group PCL,TRUE,TRUE,TRUE,100.00%,TRUE,23.08%,39.53%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Banca Mediolanum SpA,FALSE,TRUE,TRUE,100.00%,TRUE,46.15%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Banque Saudi Fransi SJSC,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,7.14%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Rathbones Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,55.56%,33.33%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Guosen Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,22.22%,8.33%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Banco de Credito e Inversiones,FALSE,TRUE,FALSE,25.00%,TRUE,11.11%,7.14%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3i Group PLC,FALSE,TRUE,FALSE,100.00%,TRUE,50.00%,10.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
China Everbright Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,22.22%,40.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Kiatnakin Phatra Bank PCL,TRUE,TRUE,TRUE,100.00%,TRUE,30.77%,31.25%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Credit du Maroc Ste SA,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,0.00%,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Coronation Fund Managers Ltd,FALSE,TRUE,TRUE,70.41%,TRUE,50.00%,66.67%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Huntington Bancshares Inc,TRUE,TRUE,TRUE,100.00%,TRUE,26.67%,27.27%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Hong Kong Exchanges and Clearing Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,30.77%,29.41%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Guolian Minsheng Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kasikornbank PCL,FALSE,TRUE,TRUE,58.35%,TRUE,44.44%,35.00%,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
KakaoBank Corp,TRUE,TRUE,TRUE,100.00%,TRUE,12.50%,8.33%,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Bank Polska Kasa Opieki SA,FALSE,TRUE,TRUE,100.00%,FALSE,55.56%,20.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Alinma Bank SJSC,TRUE,TRUE,FALSE,100.00%,TRUE,0.00%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Hua Nan Financial Holdings Co Ltd,FALSE,TRUE,TRUE,75.25%,TRUE,22.22%,37.50%,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CITIC Securities Co Ltd,TRUE,TRUE,TRUE,60.56%,TRUE,11.11%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
IDFC First Bank Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,10.00%,0.00%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Chang Hwa Commercial Bank Ltd,FALSE,TRUE,TRUE,98.43%,TRUE,44.44%,60.00%,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RBL Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,15.38%,5.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Marui Group Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,20.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Morgan Stanley,TRUE,TRUE,TRUE,76.93%,TRUE,30.77%,12.50%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
BDO Unibank Inc,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,39.34%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Banco de Credito del Peru,FALSE,TRUE,TRUE,100.00%,TRUE,15.38%,15.38%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Voya Financial Inc,TRUE,TRUE,TRUE,100.00%,TRUE,50.00%,27.27%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guoyuan Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,14.29%,11.11%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Bank Muscat SAOG,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,13.89%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Bank of the Philippine Islands,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,31.15%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
United Overseas Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,23.81%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ProCredit Holding AG,FALSE,TRUE,TRUE,100.00%,FALSE,50.00%,40.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Mitsubishi HC Capital Inc,TRUE,TRUE,TRUE,25.04%,TRUE,14.29%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
flatexDEGIRO AG,FALSE,TRUE,FALSE,100.00%,TRUE,40.00%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Euronext NV,TRUE,TRUE,FALSE,100.00%,TRUE,40.00%,27.27%,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Regional SAB de CV,FALSE,TRUE,TRUE,100.00%,TRUE,6.67%,5.88%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Oversea-Chinese Banking Corporation Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,42.31%,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Banque Cantonale Vaudoise,FALSE,TRUE,FALSE,100.00%,TRUE,42.86%,0.00%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Credicorp Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,18.75%,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Australian Ethical Investment Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,66.67%,42.86%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Qatar National Bank,TRUE,TRUE,TRUE,100.00%,TRUE,18.18%,33.33%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Banca Generali SpA,TRUE,TRUE,TRUE,92.96%,TRUE,44.44%,18.18%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Cboe Global Markets Inc,TRUE,TRUE,TRUE,51.00%,TRUE,27.27%,37.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Quilter PLC,TRUE,TRUE,FALSE,100.00%,FALSE,40.00%,36.36%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Industrial Bank of Korea,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Julius Baer Gruppe AG,TRUE,TRUE,TRUE,80.00%,TRUE,27.27%,16.67%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Bank Permata Tbk PT,FALSE,TRUE,FALSE,100.00%,TRUE,12.50%,44.44%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Close Brothers Group PLC,TRUE,TRUE,FALSE,100.00%,TRUE,36.36%,26.67%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Bank OCBC NISP Tbk PT,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,50.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
BRD Groupe Societe Generale SA,FALSE,TRUE,TRUE,100.00%,TRUE,57.14%,50.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
American Express Co,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,35.29%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OSB Group PLC,TRUE,TRUE,TRUE,100.00%,TRUE,50.00%,30.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
IP Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,33.33%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank CIMB Niaga Tbk PT,FALSE,TRUE,FALSE,100.00%,FALSE,33.33%,23.08%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
DWS Group GmbH & Co KgaA,FALSE,TRUE,FALSE,100.00%,TRUE,41.67%,42.86%,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
HDFC Asset Management Company Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,10.00%,23.08%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mahindra and Mahindra Financial Services Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,28.57%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Investec Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,20.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Edelweiss Financial Services Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,20.00%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Georgia Capital PLC,FALSE,TRUE,FALSE,100.00%,FALSE,20.00%,33.33%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Powszechna Kasa Oszczednosci Bank Polski SA,FALSE,TRUE,TRUE,100.00%,FALSE,10.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nanjing Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,40.00%,16.67%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boubyan Bank KSCP,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,20.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Guotai Junan International Holdings Ltd,TRUE,TRUE,TRUE,99.00%,TRUE,22.22%,50.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Jupiter Fund Management PLC,FALSE,TRUE,TRUE,100.00%,TRUE,28.57%,40.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Banca IFIS SpA,FALSE,TRUE,TRUE,100.00%,TRUE,53.85%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
AU Small Finance Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,0.00%,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Taiwan Business Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,14.29%,30.77%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kruk SA,FALSE,TRUE,FALSE,100.00%,TRUE,57.14%,20.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Lion Finance Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,28.57%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Triumph Financial Inc,TRUE,TRUE,TRUE,100.00%,FALSE,27.27%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Alliance Bank Malaysia Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,17.65%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Banco de Chile,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,15.79%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Komercni Banka as,FALSE,TRUE,FALSE,86.54%,TRUE,33.33%,20.00%,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank Maybank Indonesia Tbk PT,TRUE,TRUE,TRUE,100.00%,TRUE,12.50%,20.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Emirates NBD Bank PJSC,TRUE,TRUE,TRUE,100.00%,TRUE,11.11%,5.00%,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Brookfield Corp,TRUE,TRUE,TRUE,1.00%,TRUE,42.86%,0.00%,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
Credit Agricole SA,TRUE,TRUE,TRUE,48.00%,TRUE,45.00%,20.00%,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Standard Bank Group Ltd,FALSE,TRUE,FALSE,65.60%,TRUE,28.57%,21.43%,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Nationwide Building Society,TRUE,TRUE,FALSE,100.00%,FALSE,58.33%,47.37%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Grupo Supervielle SA,TRUE,TRUE,FALSE,100.00%,TRUE,14.29%,12.50%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Orient Securities Co Ltd,FALSE,TRUE,TRUE,65.82%,TRUE,15.38%,16.67%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Columbia Banking System Inc,TRUE,TRUE,TRUE,100.00%,TRUE,35.71%,23.08%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Southwest Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,44.44%,10.00%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Guotai Junan Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,5.88%,11.11%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Principal Financial Group Inc,FALSE,TRUE,TRUE,61.17%,TRUE,41.67%,33.33%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Far Eastern International Bank,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,38.89%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Vietnam Prosperity Joint Stock Commercial Bank,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,40.00%,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
BOC Hong Kong Holdings Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bangkok Bank PCL,TRUE,TRUE,TRUE,79.74%,TRUE,10.00%,36.76%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Caitong Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,11.11%,14.29%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Sealand Securities Co Ltd,TRUE,TRUE,TRUE,51.00%,TRUE,22.22%,11.11%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Lease IT PCL,FALSE,TRUE,TRUE,100.00%,FALSE,50.00%,77.78%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Banc of California Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,22.22%,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Ricoh Leasing Co Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,30.77%,11.76%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
FirstRand Ltd,TRUE,TRUE,TRUE,82.18%,TRUE,28.57%,42.86%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
China Citic Bank Corp Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,22.22%,11.11%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
BBGI Global Infrastructure SA,FALSE,TRUE,FALSE,100.00%,TRUE,60.00%,0.00%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
JM Financial Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,8.11%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Dovalue SpA,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,100.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Resona Holdings Inc,FALSE,TRUE,TRUE,100.00%,TRUE,30.00%,0.00%,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
UTI Asset Management Company Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,11.76%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
GFH Financial Group BSC,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,17.86%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Karnataka Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,8.33%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
EQB Inc,TRUE,TRUE,TRUE,100.00%,TRUE,36.36%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deutsche Pfandbriefbank AG,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Banco Macro SA,FALSE,TRUE,FALSE,100.00%,TRUE,7.69%,11.11%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Kbc Groep NV,FALSE,TRUE,TRUE,100.00%,TRUE,31.25%,14.29%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Impax Asset Management Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,57.14%,27.27%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Lazard Inc,TRUE,TRUE,TRUE,100.00%,TRUE,50.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Skandinaviska Enskilda Banken AB,FALSE,TRUE,FALSE,100.00%,TRUE,42.86%,25.00%,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Paragon Banking Group PLC,FALSE,TRUE,FALSE,100.00%,TRUE,40.00%,25.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CSB Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,9.52%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shenwan Hongyuan Group Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,18.18%,20.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
NBT Bancorp Inc,TRUE,TRUE,TRUE,100.00%,TRUE,15.38%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Insignia Financial Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gentera SAB de CV,FALSE,TRUE,FALSE,75.52%,TRUE,16.67%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jammu and Kashmir Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,5.56%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan Partners Asset Management Inc,TRUE,TRUE,TRUE,93.00%,TRUE,42.86%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Synovus Financial Corp,TRUE,TRUE,TRUE,100.00%,FALSE,36.36%,38.46%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Bank of Kuwait SAKP,TRUE,TRUE,TRUE,29.94%,TRUE,9.09%,7.69%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank of Beijing Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,7.14%,12.50%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Banco Hipotecario SA,FALSE,TRUE,TRUE,100.00%,TRUE,11.76%,21.43%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
SEI Investments Co,TRUE,TRUE,FALSE,100.00%,TRUE,25.00%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
L&T Finance Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,22.22%,23.08%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
T Rowe Price Group Inc,TRUE,TRUE,TRUE,88.00%,TRUE,30.77%,25.00%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Muangthai Capital PCL,TRUE,TRUE,TRUE,100.00%,TRUE,42.86%,28.57%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
EQT Holdings Ltd,FALSE,TRUE,TRUE,,FALSE,42.86%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bangkok Commercial Asset Management PCL,TRUE,TRUE,TRUE,100.00%,TRUE,18.18%,22.22%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Dubai Islamic Bank Public JSC,TRUE,TRUE,TRUE,23.00%,TRUE,11.11%,5.00%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Janus Henderson Group PLC,TRUE,TRUE,TRUE,,TRUE,45.45%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Partners Group Holding AG,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,8.33%,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Ashmore Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,57.14%,33.33%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
St James's Place PLC,TRUE,TRUE,FALSE,100.00%,TRUE,37.50%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
B2 Impact ASA,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Krung Thai Bank PCL,TRUE,TRUE,TRUE,100.00%,TRUE,10.00%,19.05%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Commercial Bank PSQC,TRUE,TRUE,TRUE,66.62%,TRUE,0.00%,12.50%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
